ID,District,Season,Year,Crop,AvgAirTemp,MinAirTemp,MaxAirTemp,AvgTempSkew,AvgTempKurt,AvgRelHum,AvgRelHumSkew,AvgRelHumKurt,AvgDewPt,AvgDewPtSkew,AvgDewPtKurt,AvgPrec,AvgPrecSkew,AvgPrecKurt,AvgWind,Yield
2007,Rewari,Kharif,2011,Sesamum,29.11315789,15.1,51.3,0.96572189,1.028765552,68.88947368,-0.9158427579999999,0.168258121,22.17828947,-1.251017568,0.595176554,,,,3.061184211,0.398406375
2008,Jalna,Kharif,2006,Groundnut,25.71521739,19.8,33.9,0.09935127,-0.671189922,72.95652174,-0.039249453,-0.7956282159999999,20.49891304,0.11900842,0.20860419300000002,11.50978261,3.768109738,15.89410926,4.764130435,0.67
2009,Jalna,Kharif,2003,Rice,24.22173913,17.0,29.9,0.06031932,-0.178136,85.49891304,-1.9284399209999998,4.796943531,21.62717391,-1.3897688869999998,2.260434144,6.247826087000001,4.602014124,27.89600585,3.513043478,0.43
2010,Gulberga,Summer,2004,Maize,28.71639344,16.1,41.5,0.009805263,-0.848559118,48.53688525,0.402157286,-1.288342785,15.42131148,-0.21647503699999998,-1.017080202,1.417213115,3.891425651,-1.017080202,2.717213115,3.06
2011,Gulberga,Summer,2003,Maize,28.76065574,18.6,42.8,0.058693142000000004,-0.955884411,51.72868852,0.264905073,-1.130163368,16.99836066,-0.36655166299999997,-0.597658583,0.536885246,6.9137564639999995,-0.597658583,2.963114754,2.52
2012,Jalna,Summer,2002,Maize,29.94051724,14.9,42.8,0.112111799,-0.8251696470000001,45.34137931,0.5319638329999999,-1.195014855,14.675,-0.033646786,-1.520166521,1.625,5.89048309,38.13329503,3.922413793,1.67
2013,Tonk,Rabi,2000,Gram,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.5
2014,Dharwad,Kharif,2000,Niger seed,25.01222222,19.2,39.7,1.485647613,1.358368075,74.91111111,-1.259815651,0.550318592,19.91555556,-1.594277208,1.85953609,6.954444444,10.48672863,3.2039497619999997,4.544444444,0.24
2015,Indore,Rabi,2005,Wheat,19.55142857,9.7,30.5,0.206867545,-0.9733133070000001,37.58857143,1.397475768,0.8508035290000001,4.4,0.154634541,-0.837220265,0.002857143,35.0,5.916079783,1.72,1.51
2016,Gulberga,Rabi,2005,Sunflower,23.74049587,11.6,34.8,-0.015088458999999999,1.298610358,51.05950413,0.823141207,-0.418275554,12.39917355,0.196478145,-1.064847557,1.744628099,6.510636763,-1.064847557,2.469421488,0.48
2017,Banswara,Kharif,2006,Urad,29.44634146,19.1,42.0,0.7268683290000001,-0.21308563,57.05447154,-0.14631345199999998,-0.976511951,19.12357724,-0.9602765990000001,0.28251490100000004,,,0.28251490100000004,3.748780488,0.2
2018,Banswara,Kharif,2009,Sesamum,28.36097561,17.5,41.3,0.927240339,0.376770722,66.0097561,-0.610056695,-0.332277722,20.79105691,-1.5872329019999998,2.7525390069999998,,,2.7525390069999998,3.781300813,0.16
2019,Coimbatore,Whole year,2007,Tapioca,24.9,13.3,35.8,-0.200892866,0.08272874200000001,70.93983516,-0.499927674,-0.69695342,19.07884615,-0.851408299,-0.027269661,5.4436813189999995,2.721245605,7.836997563,3.5434065930000003,42.2
2020,Banglore,Rabi,2011,Groundnut,25.42356021,10.2,45.2,0.40185306,-0.250782756,55.46823735,-0.380406001,-1.099642891,14.12565445,-0.810543073,-0.21283298899999997,,,,3.662303665,0.82
2021,Banglore,Kharif,2011,Horse-gram,25.05462963,20.0,35.8,0.775062976,0.797140706,79.83796296,-0.745265994,0.263576785,21.34259259,-0.59125589,-0.003634441,,,,5.4925925929999995,0.84
2022,Gulberga,Summer,2005,Jowar,30.41721311,13.6,41.7,-1.327889235,1.258932659,35.11803279,1.5231498019999998,1.6812814059999999,11.56885246,-0.44045723600000003,-0.293544197,0.971311475,3.961803899,-0.293544197,2.771311475,1.66
2023,Ahmedabad,Kharif,2003,Bajra,27.93856209,15.7,40.8,0.9251906120000001,0.46843171100000003,70.41895425,-1.107739958,-0.32848889800000003,20.9875817,-1.582831682,1.160948694,5.512418301,4.31008321,1.160948694,3.087581699,1.064846416
2024,Banswara,Kharif,2005,Maize,29.34471545,18.5,45.4,1.2186756779999999,2.5648693540000003,59.35365854,-0.190064073,-0.5661822360000001,19.95121951,-1.034155589,0.938689407,,,0.938689407,4.130894308999999,1.36
2025,Dharwad,Rabi,2005,Linseed,24.04,19.3,30.9,0.7434788090000001,0.987722827,79.41333333,-1.139790025,1.4824616819999998,20.23888889,-1.366931109,2.893838984,7.622222222,3.576975108,2.051294268,3.996666667,0.33
2026,Jalna,Kharif,2004,Urad,23.92,19.2,29.5,-0.431822108,-0.35900121399999996,86.37666667,-0.34972752,0.250902203,21.515,-0.012351861,-0.7161561120000001,8.036666667,2.081317592,3.642494363,3.955,0.35
2027,Gulberga,Rabi,1999,Wheat,23.77768595,13.0,33.3,0.176275033,-0.833678948,44.0553719,1.370146499,1.4595833930000002,10.36280992,0.665044217,-0.361720816,1.109917355,5.294602696,-0.361720816,2.480165289,0.52
2028,Banglore,Whole year,2006,Ginger,27.53956044,23.7,31.2,-0.244415225,0.083031256,71.87747253,-0.634148136,-0.177026333,22.01071429,-0.7912916879999999,-0.069284439,2.83021978,4.786319359,24.60194386,5.61510989,11.67
2029,Indore,Rabi,1999,Wheat,18.71142857,8.1,28.1,0.24278539999999998,-0.47339619200000005,35.68571429,-0.004715028,0.101408359,2.8857142860000002,-1.111619509,1.804458001,0.0,0.0,0.0,1.5685714290000001,2.2
2030,Gulberga,Kharif,2011,Rice,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.41741735700000004,-0.612204055,21.19430894,-0.720334958,0.060830445999999996,,,0.060830445999999996,6.360162602000001,1.62
2031,Jalna,Kharif,2009,Soyabean,25.06847826,20.8,36.4,0.899765245,1.989628654,78.39347826,-0.911960908,1.7634425580000002,21.0576087,-0.04483477,0.793065404,9.117391304,1.884148909,2.532651689,5.74673913,1.16
2032,Coimbatore,Kharif,2000,Jowar,25.42236842,17.4,35.6,0.5704388429999999,-0.131384399,70.93881579,-1.0011867509999999,1.305663756,19.63486842,-3.254989212,15.85942836,6.490131579,1.9470854180000001,3.4817911039999996,4.5197368419999995,0.48
2033,Ahmedabad,Kharif,2003,Moth,27.93856209,15.7,40.8,0.9251906120000001,0.46843171100000003,70.41895425,-1.107739958,-0.32848889800000003,20.9875817,-1.582831682,1.160948694,5.512418301,4.31008321,1.160948694,3.087581699,0.5
2034,Banglore,Kharif,2004,Horse-gram,24.07962963,17.7,31.3,0.09841298300000001,0.31586074,83.14907407,-1.635157797,2.407544141,21.01666667,-1.059336831,0.690723482,6.30462963,2.481850856,6.353872331,3.437962963,0.79
2035,Banglore,Whole year,2005,Black pepper,27.14697802,22.9,30.8,-0.333331731,-0.493111295,73.14697802,-0.666041431,0.13003107,21.92005495,-0.8832458759999999,0.402674123,2.8964285710000004,3.815555585,15.08080406,5.796428571,2.0
2036,Coimbatore,Kharif,2001,Urad,25.13881579,15.6,34.8,1.004186459,1.6789546469999999,72.9375,-0.931120318,0.94705276,19.77894737,-1.97767687,5.674409418,6.615131579,2.971615477,9.914767558,4.5921052630000005,0.39
2037,Rewari,Kharif,2007,Moong,27.92697368,14.7,42.9,0.282103681,0.350206891,64.93552632,-0.7790169640000001,-0.7213558809999999,19.83684211,-1.4294246469999998,0.669477565,3.6098684210000003,3.9990251089999997,18.95858354,2.203947368,0.0
2038,Banglore,Kharif,2001,Maize,24.92777778,14.8,32.9,0.208158066,0.007247946,77.075,-0.610555534,0.176430773,20.56851852,-1.86735232,5.2137818010000005,5.774074074,2.581049291,7.379202472,3.6074074069999997,4.19
2039,Dharwad,Rabi,2007,Other rabi pulses,24.44555556,18.1,32.7,0.718720852,-0.017223453,76.24555556,-0.625445755,-0.08335780599999999,19.96222222,-1.290270453,2.917734564,7.0711111110000004,6.545804052,2.566611326,4.124444444,0.28
2040,Dharwad,Whole year,1998,Dry chillies,26.11565934,15.3,40.4,0.941143539,0.544990318,60.66593407,-0.096308206,-1.273221208,17.01868132,-0.956660938,0.203213423,3.487087912,27.45321018,4.489050417,3.151648352,0.77
2041,Banglore,Kharif,1999,Groundnut,23.89444444,18.0,32.0,0.5678439270000001,0.936530898,83.36111111,-1.24409399,1.15567404,20.88611111,-0.468554067,0.063631197,7.553703704,2.306255394,5.265535498,3.6685185189999996,0.77
2042,Dharwad,Whole year,2007,Mesta,25.3771978,13.9,40.3,0.973414757,0.994720281,64.50549451,-0.401260904,-1.194744124,17.60137363,-0.985247573,0.435106065,4.20467033,20.70110756,4.107187165,3.443131868,1.33
2043,Jaipur,Kharif,2007,Castor seed,29.46097561,16.6,44.4,0.727876871,-0.35263064899999996,62.16178862,-0.34239442200000003,-1.131818954,20.35528455,-1.0854519440000001,0.779194009,,,0.779194009,3.25203252,0.95
2044,Jaipur,Kharif,2011,Groundnut,26.56504065,15.7,36.0,-0.20262660899999999,0.193890867,79.59430894,-1.28792252,1.244558955,22.68780488,-1.3509225980000001,1.779327418,5.008943089,2.188967388,1.779327418,3.019512195,1.99
2045,Gulberga,Rabi,2004,Jowar,23.70413223,14.7,33.1,0.22212706,-0.51195716,53.29669421,0.668943795,-0.7784804559999999,13.09256198,0.052242551,-1.1222004429999999,0.438842975,6.655936286,-1.1222004429999999,2.443801653,0.72
2046,Ahmedabad,Kharif,2006,Jowar,28.71764706,15.0,39.5,0.37455880399999997,-1.000015756,66.15947712,-0.462350765,-1.1750362159999999,21.04705882,-1.2127837940000001,0.6993691609999999,7.349019608,2.998550828,0.6993691609999999,3.2254901960000004,1.0
2047,Banswara,Whole year,2005,Coriander,28.15534247,8.0,45.4,-0.221553952,0.11204574099999999,40.08356164,0.874297201,-0.16934123399999998,11.86520548,0.002105363,-0.981799761,,,-0.981799761,3.2315068489999996,1.0
2048,Gulberga,Rabi,2004,Sunflower,23.70413223,14.7,33.1,0.22212706,-0.51195716,53.29669421,0.668943795,-0.7784804559999999,13.09256198,0.052242551,-1.1222004429999999,0.438842975,6.655936286,-1.1222004429999999,2.443801653,0.43
2049,Jaipur,Kharif,2007,Sesamum,29.46097561,16.6,44.4,0.727876871,-0.35263064899999996,62.16178862,-0.34239442200000003,-1.131818954,20.35528455,-1.0854519440000001,0.779194009,,,0.779194009,3.25203252,0.42
2050,Gulberga,Whole year,2002,Dry chillies,26.49863014,11.8,40.3,0.7606984379999999,-0.023304939,57.48356164,-0.023793124,-1.323261188,16.22136986,-0.534551643,-0.9577084640000001,1.87890411,5.429916936000001,-0.9577084640000001,3.081643836,2.58
2051,Jaipur,Kharif,2003,Jowar,28.13170732,19.3,41.0,1.063314712,0.47607475,69.61869919,-0.852684524,-0.66688648,21.36666667,-1.6746453999999997,3.143399173,,,3.143399173,2.9569105689999997,0.95
2052,Ahmedabad,Kharif,2000,Castor seed,29.10457516,15.9,40.3,0.113901998,-0.890396099,61.87647059,-0.44080854,-0.815690695,20.02026144,-1.5603170990000002,1.890900355,3.007189543,5.773716029,1.890900355,3.292810458,0.782369146
2053,Bhagalpur,Whole year,2005,Sannhamp,12.69068493,-7.0,33.2,-0.117373917,-1.091570786,61.45890411,-0.241992403,-1.0495040740000001,4.693972603,0.320683586,-0.959108895,,,-0.959108895,2.70109589,0.81
2054,Gulberga,Whole year,1999,Onion,26.55424658,13.0,42.7,0.705055436,-0.434027899,51.13643836,0.197808321,-1.370338035,13.99835616,-0.120207089,-1.470779347,2.263287671,4.519300242,-1.470779347,3.2854794519999997,7.94
2055,Bhagalpur,Kharif,2000,Urad,20.73089431,9.9,34.9,0.5164784689999999,0.929636903,56.64634146,-0.194271401,-1.207884288,10.69186992,-0.403432722,-1.040691662,,,-1.040691662,2.278861789,0.63
2056,Indore,Rabi,2012,Sunflower,26.125,23.1,31.2,0.221094304,-0.777837908,85.5,-1.628626441,0.085378026,23.525,0.331228162,-0.803838052,,,,5.825,0.5
2057,Indore,Whole year,2008,Sesamum,25.52032967,6.0,46.8,-0.03472428,-0.335524606,50.90521978,-1.4401099419999999,0.10003725,12.42747253,-0.41262987799999995,-0.934250446,2.055494505,35.63880575,5.328682389,3.687087912,0.0
2058,Banswara,Kharif,2009,Soyabean,28.36097561,17.5,41.3,0.927240339,0.376770722,66.0097561,-0.610056695,-0.332277722,20.79105691,-1.5872329019999998,2.7525390069999998,,,2.7525390069999998,3.781300813,0.81
2059,Coimbatore,Whole year,1999,Banana,25.28763736,14.6,37.4,0.719548552,0.49551814899999996,63.48104396,-0.555743627,-0.499313121,17.45384615,-1.050582634,0.282854214,4.432417582,2.980905682,10.0232852,3.83489011,32.7
2060,Indore,Whole year,2007,Garlic,26.04203297,8.2,43.5,-0.024875481,-0.292127028,49.42087912,-1.3003602909999998,0.493824375,13.13104396,0.027064611000000002,-1.316497732,2.143956044,77.10925203,7.377355379,2.607967033,4.05
2061,Rewari,Whole year,2005,Dry chillies,23.98379121,2.3,44.7,-0.38547298799999996,-1.002437198,46.62527473,0.336387965,-0.937881548,10.29010989,0.10471522400000001,-1.055956799,1.8527472530000002,6.335902566000001,52.14177557,2.201373626,1.694915254
2062,Jalna,Kharif,2012,Sunflower,25.79090909,21.1,37.1,0.723878488,-0.008395322,74.68863636,-1.204520564,0.8903579859999999,20.98181818,-0.8878826790000001,0.189557208,,,,7.052272727,0.5
2063,Rewari,Kharif,1998,Groundnut,29.04934211,15.6,43.1,0.480965629,0.743508099,61.97631579,-0.216623331,-1.46621274,20.09802632,-1.050694821,0.39970851700000004,4.357894737,3.535632707,15.2325661,2.165789474,0.0
2064,Bhagalpur,Whole year,2004,Banana,13.38273973,-5.9,35.1,-0.043087455,-1.2924444929999999,60.80246575,-0.331105812,-1.0388765420000001,5.099726027,0.13803842300000002,-1.220693566,,,-1.220693566,2.63369863,2.22
2065,Gulberga,Whole year,2008,Sweet potato,26.50082192,12.4,47.3,0.909311698,0.21915796199999998,59.04821918,-0.381250056,-0.905250215,17.04657534,-1.067401781,0.47403750100000003,2.273424658,4.281776208999999,0.47403750100000003,4.170136986,10.14
2066,Hisar,Kharif,2007,Sesamum,28.25612903,6.9,44.9,0.13771381,-0.303507987,59.72967742,-0.444718424,-1.07724365,18.65483871,-1.2890299729999999,0.288309834,2.523225806,3.407288157,0.288309834,2.007741935,0.62
2067,Banglore,Rabi,1998,Potato,26.47574171,11.4,42.5,0.396709989,-0.63634268,51.01186736,0.18446982,-1.161248235,14.01972077,-0.159017797,-1.160295895,2.6216404890000002,5.45461945,35.80750367,2.8417102969999997,22.04
2068,Ahmedabad,Whole year,2008,Guar seed,28.37178082,13.0,42.5,0.027854006,-0.184263919,47.18410959,0.681201046,-0.990409207,14.58493151,-0.053223597000000004,-1.322235606,3.2260273969999997,4.923072401000001,-1.322235606,2.8846575339999996,0.333333333
2069,Banswara,Kharif,2011,Maize,26.6796748,16.7,36.4,0.8854486229999999,1.109106657,75.73414634,-0.76733806,-0.091980744,21.92845528,-1.1645631140000001,1.912524106,7.4,2.350191518,1.912524106,3.4243902439999996,1.04
2070,Gulberga,Summer,2004,Jowar,28.71639344,16.1,41.5,0.009805263,-0.848559118,48.53688525,0.402157286,-1.288342785,15.42131148,-0.21647503699999998,-1.017080202,1.417213115,3.891425651,-1.017080202,2.717213115,0.8
2071,Gulberga,Rabi,2011,Maize,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.41741735700000004,-0.612204055,21.19430894,-0.720334958,0.060830445999999996,,,0.060830445999999996,6.360162602000001,0.73
2072,Coimbatore,Kharif,1998,Ragi,24.98355263,18.4,34.4,0.607337796,-0.0013994620000000002,77.78157895,-1.655695366,3.134310043,20.73223684,-3.008633422,12.67393644,7.830921053,1.828000241,2.900452168,4.0769736839999995,2.49
2073,Gulberga,Rabi,2005,Potato,23.74049587,11.6,34.8,-0.015088458999999999,1.298610358,51.05950413,0.823141207,-0.418275554,12.39917355,0.196478145,-1.064847557,1.744628099,6.510636763,-1.064847557,2.469421488,18.14
2074,Ahmedabad,Kharif,1998,Other kharif pulses,28.75751634,15.4,43.2,1.268928698,1.9095280819999998,70.44052288,-1.129249926,0.316944868,22.31830065,-2.4633715069999997,7.2303751620000005,5.920915032999999,3.038831362,7.2303751620000005,3.02875817,0.428571429
2075,Hisar,Rabi,2011,Masoor,30.16516129,7.2,51.5,0.541213801,0.054955134,63.45032258,-0.601866448,-0.287866794,21.67225806,-1.15397073,0.309486352,,,0.309486352,2.988387097,0.0
2076,Banswara,Rabi,1998,Other  rabi pulses,23.698901100000004,9.2,36.7,-0.010182883,0.289813186,37.34285714,2.157375371,4.084970298,7.473626374,0.8265475170000001,0.730986299,,,0.730986299,2.292307692,0.7
2077,Bhagalpur,Kharif,2001,Ginger,22.67804878,11.1,34.5,0.21027238399999998,-0.646769278,42.28943089,0.7496362759999999,-0.586832507,7.968292683,0.089716611,-1.0878544940000001,,,-1.0878544940000001,2.371544715,1.38
2078,Dharwad,Rabi,2000,Gram,24.41888889,15.4,33.5,1.123204182,1.192332412,77.65777778,-0.978912232,0.239416698,20.21111111,-1.4681530280000001,3.732966261,6.424444444,12.28696598,3.183543784,3.163333333,0.59
2079,Jaipur,Kharif,2000,Arhar/tur,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.16
2080,Rewari,Kharif,2010,Rice,29.99013158,16.1,50.5,0.988172141,0.101305311,65.23618421,-0.9040304990000001,-0.525550991,21.19144737,-1.010892118,0.07432183,,,,2.8,2.913328478
2081,Jalna,Kharif,2009,Bajra,25.06847826,20.8,36.4,0.899765245,1.989628654,78.39347826,-0.911960908,1.7634425580000002,21.0576087,-0.04483477,0.793065404,9.117391304,1.884148909,2.532651689,5.74673913,0.93
2082,Jaipur,Kharif,2010,Moth,27.07398374,16.4,41.5,1.9795902719999998,4.73013469,78.10487805,-1.8302904869999999,2.6064788930000002,22.6,-1.6815798709999998,2.169741651,,,2.169741651,2.7626016260000004,0.49
2083,Gulberga,Whole year,2009,Garlic,27.00136986,12.4,47.8,0.7497679559999999,-0.26318385899999996,56.95205479,-0.402027869,-1.034475867,16.38219178,-0.774281283,-0.16830417,,,-0.16830417,4.167123288,1.42
2084,Indore,Kharif,2005,Arhar/tur,17.91666667,8.8,28.9,0.907012426,0.321618858,43.06,-1.153195848,-0.153613696,5.066666667,0.098729236,0.039000703,0.286666667,25.96865342,4.993452952,2.0333333330000003,0.57
2085,Banglore,Whole year,2000,Potato,27.4782967,23.5,30.7,-0.324896817,-0.279149752,72.52335165,-0.327223967,-0.253531684,22.09917582,-0.901082673,0.294887124,2.265659341,3.7482262260000003,14.88999368,6.124175824,15.66
2086,Tonk,Rabi,2006,Gram,29.38861789,18.8,43.6,0.714773511,-0.47001029,58.93658537,-0.17697337800000001,-1.5283633509999999,19.17479675,-0.838352465,-0.37948154,,,-0.37948154,2.9926829269999997,0.83
2087,Banglore,Kharif,2007,Onion,26.021296300000003,16.5,34.2,0.487994404,-0.777858863,72.92777778,-0.731797687,0.08790717199999999,20.62407407,-1.7015996290000002,3.767065332,9.4,2.067511201,3.774307982,3.8759259260000003,5.96
2088,Banswara,Whole year,2007,Potato,27.10164384,10.8,41.2,0.326355248,-0.505581921,46.85315068,0.43739216399999997,-1.004905116,13.29506849,-0.41276698100000003,-0.35579947100000003,,,-0.35579947100000003,3.072876712,1.33
2089,Gulberga,Whole year,2003,Potato,26.193972600000002,13.3,42.8,1.013218129,0.417956774,61.65945205,-0.066031214,-1.476389018,17.36657534,-0.7980204740000001,-0.109983019,1.773150685,5.51111574,-0.109983019,3.036986301,17.25
2090,Gulberga,Kharif,2004,Moong,25.16829268,35.3,19.6,0.778093617,0.008942609,75.16422764,-0.6882855290000001,-0.516241689,20.32601626,-0.890245175,0.319471053,4.516260163,2.447044111,0.319471053,4.150406503999999,0.2
2091,Dharwad,Rabi,2010,Cowpea,23.67444444,20.7,29.1,0.533693602,-0.323905771,87.56555556,-0.507778533,1.016039457,21.48888889,0.22894071300000002,-0.189847689,,,,4.3777777780000005,0.26
2092,Banglore,Kharif,2008,Moong,24.7962963,17.3,34.5,0.282171733,-0.518036791,76.90740741,-0.066441446,-0.523233191,20.48981481,-1.4766187709999998,3.564874793,7.859259259,2.196607976,4.817870824,5.134259258999999,0.14
2093,Banswara,Kharif,2005,Arhar/tur,29.34471545,18.5,45.4,1.2186756779999999,2.5648693540000003,59.35365854,-0.190064073,-0.5661822360000001,19.95121951,-1.034155589,0.938689407,,,0.938689407,4.130894308999999,0.54
2094,Indore,Kharif,2007,Arhar/tur,19.17333333,10.6,28.5,0.39725750200000004,0.19349867199999998,35.57,-0.21116686399999998,-0.104742683,3.26,-0.359372843,0.678166637,0.003333333,30.0,5.477225575,2.016666667,0.63
2095,Banswara,Kharif,2006,Other kharif pulses,29.44634146,19.1,42.0,0.7268683290000001,-0.21308563,57.05447154,-0.14631345199999998,-0.976511951,19.12357724,-0.9602765990000001,0.28251490100000004,,,0.28251490100000004,3.748780488,0.29
2096,Ahmedabad,Kharif,2008,Arhar/tur,28.40457516,15.4,44.8,1.491251984,3.064680775,71.81045752,-0.941148377,0.57745287,22.66732026,-1.7874599409999998,2.778959594,4.739869281,4.068951267,2.778959594,4.405882353,1.0
2097,Rewari,Kharif,2005,Sesamum,29.49210526,13.9,44.7,0.17115597300000002,-0.551379363,55.44671053,-0.075588401,-1.349284161,18.30986842,-0.7120380829999999,-0.722233406,3.572368421,4.215975779,22.22606805,2.407236842,0.303951368
2098,Jalna,Rabi,2009,Wheat,25.92216405,12.1,47.5,0.62625598,-0.42266506299999995,52.07609075,-0.111966551,-1.232406895,13.66928447,-0.261493084,-1.104473869,2.15,4.979702487,26.35690918,3.642582897,1.87
2099,Ahmedabad,Kharif,1997,Moong,28.04052288,17.1,36.6,0.37027806399999996,-0.131579143,69.72418301,-0.856556986,-0.217471208,21.56862745,-1.703778767,2.2688646759999997,5.532026144,2.5780432269999998,2.2688646759999997,3.0,0.52173913
2100,Gulberga,Whole year,1999,Garlic,26.55424658,13.0,42.7,0.705055436,-0.434027899,51.13643836,0.197808321,-1.370338035,13.99835616,-0.120207089,-1.470779347,2.263287671,4.519300242,-1.470779347,3.2854794519999997,3.0
2101,Indore,Rabi,2008,Wheat,20.13714286,10.2,30.9,-0.592016171,-0.166280159,52.54571429,-0.19540509600000003,-0.002140827,10.06857143,-0.580477927,2.454854257,0.171428571,26.62951803,5.0491735019999995,2.642857143,2.32
2102,Bhagalpur,Kharif,2004,Sunflower,20.70406504,11.0,35.1,0.925967703,1.09845707,72.01219512,-1.393287474,0.509234345,14.74634146,-1.512565547,1.563979472,,,1.563979472,2.219512195,1.47
2103,Banglore,Kharif,2011,Castor seed,25.05462963,20.0,35.8,0.775062976,0.797140706,79.83796296,-0.745265994,0.263576785,21.34259259,-0.59125589,-0.003634441,,,,5.4925925929999995,0.84
2104,Bhagalpur,Kharif,2006,Sesamum,19.77886179,6.5,32.3,-0.09445224599999999,-0.198271605,67.90650407,-0.8587063690000001,-0.313900173,12.98861789,-0.682310764,-0.557569214,,,-0.557569214,2.22195122,0.75
2105,Banglore,Kharif,2005,Other kharif pulses,25.67777778,18.5,35.0,0.354929848,-0.6522950989999999,71.82777778,-0.979715769,0.919261694,19.99351852,-2.023238885,5.063679571000001,9.423148148,2.272195275,5.02977903,4.221296296,0.17
2106,Gulberga,Rabi,1999,Gram,23.77768595,13.0,33.3,0.176275033,-0.833678948,44.0553719,1.370146499,1.4595833930000002,10.36280992,0.665044217,-0.361720816,1.109917355,5.294602696,-0.361720816,2.480165289,0.49
2107,Gulberga,Rabi,2008,Linseed,23.57190083,12.4,35.0,-0.48490046299999995,-0.404146751,61.19338843,-0.265066085,-0.7461655009999999,15.26198347,-0.756561395,0.12360089699999999,0.796694215,5.668296432000001,0.12360089699999999,2.630578512,0.38
2108,Jaipur,Rabi,2004,Rapeseed & mustard,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.10331161400000001,22.35284553,-1.759880923,3.4397625389999997,,,3.4397625389999997,3.0504065039999997,0.89
2109,Gulberga,Kharif,1998,Onion,26.0699187,41.5,16.2,1.90952952,4.518317597,74.83821138,-1.5681023509999998,2.630531043,20.90325203,-3.1661594689999997,12.67771367,7.059349592999999,2.046571733,12.67771367,3.734146341,5.62
2110,Gulberga,Rabi,2004,Other  rabi pulses,23.70413223,14.7,33.1,0.22212706,-0.51195716,53.29669421,0.668943795,-0.7784804559999999,13.09256198,0.052242551,-1.1222004429999999,0.438842975,6.655936286,-1.1222004429999999,2.443801653,0.11
2111,Banglore,Rabi,2009,Sunflower,25.92216405,12.1,47.5,0.62625598,-0.42266506299999995,52.07609075,-0.111966551,-1.232406895,13.66928447,-0.261493084,-1.104473869,2.15,4.979702487,26.35690918,3.642582897,0.63
2112,Jaipur,Rabi,2012,Wheat,29.48617886,20.7,42.7,0.775125139,-0.10867706,64.85691057,-0.44277924799999996,-1.208186589,21.39756098,-0.622049159,-0.553231965,4.86504065,2.6888096580000003,-0.553231965,2.979674797,3.38
2113,Banglore,Kharif,2008,Horse-gram,24.7962963,17.3,34.5,0.282171733,-0.518036791,76.90740741,-0.066441446,-0.523233191,20.48981481,-1.4766187709999998,3.564874793,7.859259259,2.196607976,4.817870824,5.134259258999999,1.12
2114,Indore,Kharif,2002,Bajra,17.32,5.7,29.8,0.724919847,0.125711212,45.05333333,1.319616242,1.406699374,4.92,1.15054675,0.485787791,0.003333333,30.0,5.477225575,1.986666667,1.0
2115,Gulberga,Summer,2003,Jowar,28.76065574,18.6,42.8,0.058693142000000004,-0.955884411,51.72868852,0.264905073,-1.130163368,16.99836066,-0.36655166299999997,-0.597658583,0.536885246,6.9137564639999995,-0.597658583,2.963114754,2.67
2116,Tonk,Rabi,2003,Safflower,28.13170732,19.3,41.0,1.063314712,0.47607475,69.61869919,-0.852684524,-0.66688648,21.36666667,-1.6746453999999997,3.143399173,,,3.143399173,2.9569105689999997,0.54
2117,Ahmedabad,Kharif,2008,Moth,28.40457516,15.4,44.8,1.491251984,3.064680775,71.81045752,-0.941148377,0.57745287,22.66732026,-1.7874599409999998,2.778959594,4.739869281,4.068951267,2.778959594,4.405882353,0.23809523800000001
2118,Dharwad,Kharif,2002,Cotton,25.33444444,18.7,34.6,1.09722692,0.6890399209999999,79.23,-1.06075312,0.602539036,21.44888889,-0.7076593859999999,0.636466642,5.19,10.07525461,2.9543696639999997,4.173333333,0.43
2119,Jalna,Rabi,2006,Rapeseed & mustard,26.35759162,11.5,41.9,0.36803911,-0.333823772,47.7052356,0.522441673,-0.791648233,13.22443281,-0.052693752999999996,-1.040600236,2.64904014,8.128598947,81.7589545,2.956893543,0.25
2120,Jalna,Kharif,2006,Urad,25.895,21.3,33.9,-0.21574939199999998,-0.587638047,72.64833333,-0.074348392,-0.9448689290000001,20.60833333,0.8038661979999999,0.53492052,12.59166667,3.4738778239999997,12.36305928,5.681666667000001,0.5
2121,Gulberga,Whole year,2003,Garlic,26.193972600000002,13.3,42.8,1.013218129,0.417956774,61.65945205,-0.066031214,-1.476389018,17.36657534,-0.7980204740000001,-0.109983019,1.773150685,5.51111574,-0.109983019,3.036986301,3.0
2122,Jaipur,Rabi,2007,Barley,29.46097561,16.6,44.4,0.727876871,-0.35263064899999996,62.16178862,-0.34239442200000003,-1.131818954,20.35528455,-1.0854519440000001,0.779194009,,,0.779194009,3.25203252,1.76
